"bin","completeness","contamination","keggid","binary","pathway","pathway_in_detail","gene"
"D_perniger_BEC344_bin.1",79.41,3.75,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_perniger_BEC344_bin.1",79.41,3.75,"K18332","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_perniger_BEC344_bin.1",79.41,3.75,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_perniger_BEC346_bin.2",49.18,0.72,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_perniger_BEC346_bin.2",49.18,0.72,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_perniger_BEC346_bin.2",49.18,0.72,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_perniger_BEC346_bin.2",49.18,0.72,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_perniger_BEC346_bin.2",49.18,0.72,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_perniger_BEC346_bin.2",49.18,0.72,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_perniger_BEC346_bin.2",49.18,0.72,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_perniger_BEC346_bin.2",49.18,0.72,"K00394","present","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_perniger_BEC346_bin.2",49.18,0.72,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_perniger_BEC346_bin.2",49.18,0.72,"K00925","present","reductive acetogenesis","Acetate kinase","ack"
"D_perniger_BEC346_bin.2",49.18,0.72,"K00925","present","methanogenesis","methanogenesis_via_acetate","ack"
"D_perniger_BEC346_bin.2",49.18,0.72,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_perniger_BEC346_bin.2",49.18,0.72,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_perniger_BEC346_bin.2",49.18,0.72,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_perniger_BEC346_bin.2",49.18,0.72,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_perniger_BEC346_bin.2",49.18,0.72,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"D_perniger_BEC346_bin.2",49.18,0.72,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_perniger_BEC346_bin.2",49.18,0.72,"K03613","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_perniger_BEC346_bin.2",49.18,0.72,"K03613","absent","methanogenesis","rnf  complex","rnfE"
"D_perniger_BEC346_bin.2",49.18,0.72,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_perniger_BEC346_bin.2",49.18,0.72,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_perniger_BEC346_bin.2",49.18,0.72,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"D_perniger_BEC346_bin.2",49.18,0.72,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_perniger_BEC346_bin.2",49.18,0.72,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_perniger_BEC346_bin.2",49.18,0.72,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"D_perniger_BEC346_bin.2",49.18,0.72,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_perniger_BEC346_bin.2",49.18,0.72,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_perniger_BEC346_bin.2",49.18,0.72,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_perniger_BEC346_bin.2",49.18,0.72,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_perniger_BEC346_bin.2",49.18,0.72,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_perniger_BEC346_bin.2",49.18,0.72,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_perniger_BEC346_bin.2",49.18,0.72,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_perniger_BEC346_bin.2",49.18,0.72,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_perniger_BEC346_bin.2",49.18,0.72,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_perniger_BEC346_bin.2",49.18,0.72,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_perniger_BEC346_bin.2",49.18,0.72,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_perniger_BEC346_bin.2",49.18,0.72,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_perniger_BEC346_bin.2",49.18,0.72,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_perniger_BEC346_bin.2",49.18,0.72,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_perniger_BEC346_bin.3",35.48,3.08,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_perniger_BEC346_bin.3",35.48,3.08,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_perniger_BEC346_bin.3",35.48,3.08,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_perniger_BEC346_bin.3",35.48,3.08,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_perniger_BEC346_bin.3",35.48,3.08,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_perniger_BEC346_bin.3",35.48,3.08,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_perniger_BEC346_bin.3",35.48,3.08,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_perniger_BEC346_bin.3",35.48,3.08,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_perniger_BEC346_bin.3",35.48,3.08,"K00583","present","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_perniger_BEC346_bin.3",35.48,3.08,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_perniger_BEC346_bin.3",35.48,3.08,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_perniger_BEC346_bin.3",35.48,3.08,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_perniger_BEC346_bin.3",35.48,3.08,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_perniger_BEC346_bin.3",35.48,3.08,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_perniger_BEC346_bin.3",35.48,3.08,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_perniger_BEC346_bin.3",35.48,3.08,"K03612","present","methanogenesis","rnf  complex","rnfG"
"D_perniger_BEC346_bin.3",35.48,3.08,"K03612","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_perniger_BEC346_bin.3",35.48,3.08,"K03613","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_perniger_BEC346_bin.3",35.48,3.08,"K03613","absent","methanogenesis","rnf  complex","rnfE"
"D_perniger_BEC346_bin.3",35.48,3.08,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_perniger_BEC346_bin.3",35.48,3.08,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_perniger_BEC346_bin.3",35.48,3.08,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"D_perniger_BEC346_bin.3",35.48,3.08,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_perniger_BEC346_bin.3",35.48,3.08,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_perniger_BEC346_bin.3",35.48,3.08,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"D_perniger_BEC346_bin.3",35.48,3.08,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_perniger_BEC346_bin.3",35.48,3.08,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_perniger_BEC346_bin.3",35.48,3.08,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_perniger_BEC346_bin.3",35.48,3.08,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_perniger_BEC346_bin.3",35.48,3.08,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_perniger_BEC346_bin.3",35.48,3.08,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_perniger_BEC346_bin.3",35.48,3.08,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_perniger_BEC346_bin.3",35.48,3.08,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_perniger_BEC346_bin.3",35.48,3.08,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_perniger_BEC346_bin.3",35.48,3.08,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_perniger_BEC346_bin.3",35.48,3.08,"K17992","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_perniger_BEC346_bin.3",35.48,3.08,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_perniger_BEC346_bin.3",35.48,3.08,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_perniger_BEC346_bin.3",35.48,3.08,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_perniger_BEC347_bin.1",78.9,2.52,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_perniger_BEC347_bin.1",78.9,2.52,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_perniger_BEC347_bin.1",78.9,2.52,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_perniger_BEC347_bin.1",78.9,2.52,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_perniger_BEC347_bin.1",78.9,2.52,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_perniger_BEC347_bin.1",78.9,2.52,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_perniger_BEC347_bin.1",78.9,2.52,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_perniger_BEC347_bin.1",78.9,2.52,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_perniger_BEC347_bin.1",78.9,2.52,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_perniger_BEC347_bin.1",78.9,2.52,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_perniger_BEC347_bin.1",78.9,2.52,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_perniger_BEC347_bin.1",78.9,2.52,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_perniger_BEC347_bin.1",78.9,2.52,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_perniger_BEC347_bin.1",78.9,2.52,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_perniger_BEC347_bin.1",78.9,2.52,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_perniger_BEC347_bin.1",78.9,2.52,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"D_perniger_BEC347_bin.1",78.9,2.52,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_perniger_BEC347_bin.1",78.9,2.52,"K03613","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_perniger_BEC347_bin.1",78.9,2.52,"K03613","absent","methanogenesis","rnf  complex","rnfE"
"D_perniger_BEC347_bin.1",78.9,2.52,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_perniger_BEC347_bin.1",78.9,2.52,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_perniger_BEC347_bin.1",78.9,2.52,"K03615","present","methanogenesis","rnf  complex","rnfC"
"D_perniger_BEC347_bin.1",78.9,2.52,"K03615","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_perniger_BEC347_bin.1",78.9,2.52,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_perniger_BEC347_bin.1",78.9,2.52,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"D_perniger_BEC347_bin.1",78.9,2.52,"K11181","present","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_perniger_BEC347_bin.1",78.9,2.52,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_perniger_BEC347_bin.1",78.9,2.52,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_perniger_BEC347_bin.1",78.9,2.52,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_perniger_BEC347_bin.1",78.9,2.52,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_perniger_BEC347_bin.1",78.9,2.52,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_perniger_BEC347_bin.1",78.9,2.52,"K14091","present","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_perniger_BEC347_bin.1",78.9,2.52,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_perniger_BEC347_bin.1",78.9,2.52,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_perniger_BEC347_bin.1",78.9,2.52,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_perniger_BEC347_bin.1",78.9,2.52,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_perniger_BEC347_bin.1",78.9,2.52,"K18331","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_perniger_BEC347_bin.1",78.9,2.52,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_perniger_BEC347_bin.1",78.9,2.52,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K00192","present","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K00394","present","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K03613","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K03613","present","methanogenesis","rnf  complex","rnfE"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K14080","present","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K18332","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_rubriceps_BEC348_bin.1",36.73,1.45,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K00394","present","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K03613","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K03613","present","methanogenesis","rnf  complex","rnfE"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K03615","present","methanogenesis","rnf  complex","rnfC"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K03615","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K11181","present","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K16178","present","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K18331","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_rubriceps_BEC349_bin.1",65.83,7.98,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_rubriceps_BEC350_bin.5",44.48,6.91,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
